id,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d
384060,0,Jul-89,3,29,NA,15,0,3781,16.30%,60,f,0,0,18512.53738,18512.54,18000,512.54,0,0,0,May-09,17869.7,,May-16
384068,1,May-00,1,5,NA,9,0,6063,49.30%,31,f,0,0,5203.171846,5203.17,4500,703.18,0,0,0,Sep-10,58.18,,Aug-10
384083,0,Dec-96,0,NA,NA,7,0,34260,77.50%,16,f,0,0,9725.687175,9725.69,7999.99,1725.7,0,0,0,Mar-12,276.12,,Mar-12
384109,0,Nov-97,2,NA,NA,10,0,17386,84.40%,18,f,0,0,14720.56433,14608.14,11999.99,2720.58,0,0,0,Apr-12,413.67,,Mar-12
384114,0,Jun-89,1,50,NA,4,0,50381,68.50%,34,f,0,0,4100.76,3705.8,2792.97,1273.89,33.89951396,0,0,Oct-09,678.46,,May-16
384126,1,Apr-96,0,7,NA,5,0,6881,27.30%,29,f,0,0,6940.638969,6940.64,5999.97,940.67,0,0,0,Jul-11,147.78,,Jun-11
384139,0,Dec-85,2,NA,NA,5,0,5226,48.80%,13,f,0,0,18566.57205,18045.78,14999.98,3566.59,0,0,0,Apr-12,533.33,,Mar-12
384141,0,Apr-89,0,36,NA,6,0,2498,10.60%,26,f,0,0,2794.072934,2794.07,2500,294.07,0,0,0,Apr-12,84.17,,Mar-12
384150,2,Jun-88,2,17,NA,11,0,12736,70.40%,26,f,0,0,20340.41063,20109.89,15999.95,4340.46,0,0,0,Apr-12,576.91,,May-16
384157,0,Oct-78,0,NA,NA,7,0,1874,5.50%,17,f,0,0,5590.586144,5534.68,5000,590.59,0,0,0,Sep-12,171.64,,Sep-12
384181,0,Apr-00,0,NA,NA,8,0,28336,86.90%,11,f,0,0,11090.1218,10974.66,8999.97,2090.15,0,0,0,Apr-12,315.9,,Jul-15
384200,0,Oct-04,0,NA,NA,6,0,8687,54.60%,8,f,0,0,9681.947542,9681.95,8000,1681.95,0,0,0,Apr-12,270.43,,Apr-12
384201,0,Aug-02,0,NA,NA,10,0,11442,52%,15,f,0,0,14654.43235,14654.43,11999.96,2654.48,0,0,0,Apr-12,417.48,,May-16
384227,0,Jul-02,0,NA,NA,16,0,27316,45.20%,26,f,0,0,23954.89635,22689.72,19999.98,3954.92,0,0,0,Apr-11,8284.37,,May-16
384254,0,Nov-99,7,NA,NA,10,0,615,6.10%,17,f,0,0,10262.86178,9179.56,9000,1262.86,0,0,0,Jul-10,5991.93,,Aug-10
384276,0,Jun-95,3,80,NA,9,0,18695,53.70%,31,f,0,0,4009.134237,3722.77,3500,509.13,0,0,0,Jan-12,41.67,,Dec-11
384283,0,May-04,0,26,NA,9,0,11929,48.70%,18,f,0,0,13884.61178,13853.06,10999.98,2865.38,19.25000001,0,0,Apr-12,388.54,,May-16
384336,0,Apr-99,0,NA,NA,8,0,4532,33.60%,10,f,0,0,9184.32,9115.53,7566.28,1508.55,0,109.49,1.88,Oct-11,431.76,,Jan-12
384343,0,Nov-86,0,NA,NA,11,0,21365,39.40%,61,f,0,0,3564.4,3564.4,2981.04,583.36,0,0,0,Nov-10,188.02,,May-16
384355,1,Nov-94,0,6,NA,3,0,7956,48.50%,16,f,0,0,14919.77094,14741.13,11999.99,2919.78,0,0,0,Apr-12,421.15,,Feb-15
384414,0,Dec-66,0,78,NA,4,0,114,2.80%,12,f,0,0,10715.83816,10715.84,8999.98,1715.86,0,0,0,Mar-12,186.01,,Feb-12
384456,0,Jan-94,0,NA,NA,7,0,7537,17.90%,10,f,0,0,6175.733438,5838.88,5500,675.73,0,0,0,Apr-12,203.21,,Mar-12
384488,1,Jan-98,1,17,NA,10,0,7566,47.30%,20,f,0,0,6272.21781,6154.72,4999.98,1272.24,0,0,0,Apr-12,177.29,,Apr-16
384576,0,Nov-94,1,NA,NA,5,0,23186,61.50%,14,f,0,0,7380.76,7085.21,6043.6,1326.52,0,10.64,4.02,Mar-11,320.95,,May-16
384605,0,Jan-03,0,47,49,6,1,7110,58.30%,13,f,0,0,6751.49294,6751.49,6000,751.49,0,0,0,May-10,4311.66,,May-10
384617,0,Nov-92,2,39,NA,5,0,3505,33.40%,31,f,0,0,15458.73849,14454.98,11999.98,3458.76,0,0,0,Apr-12,439.12,,Mar-16
384618,0,Jun-05,0,NA,NA,5,0,7616,44.80%,10,f,0,0,1571.327921,1545.14,1500,71.33,0,0,0,Sep-09,916.56,,Aug-09
384637,0,Jun-91,0,NA,NA,11,0,4434,16.90%,31,f,0,0,1072.799989,1072.8,1000,72.8,0,0,0,Sep-10,47.49,,May-16
384659,0,Nov-89,0,24,NA,12,0,12927,33.10%,25,f,0,0,9813.650761,9629.64,7999.96,1813.69,0,0,0,Apr-12,278.77,,Nov-15
384696,0,Mar-03,0,NA,NA,7,0,1859,11.40%,10,f,0,0,3729.660295,3418.86,3600,129.66,0,0,0,Oct-09,3170.33,,Jun-15
384699,0,Mar-01,1,41,NA,7,0,3972,37.80%,13,f,0,0,6200.379797,6200.38,5500,700.38,0,0,0,Oct-10,136.86,,Oct-10
384722,0,Feb-99,2,NA,NA,4,0,30564,78.60%,14,f,0,0,30017.07559,29985.81,23999.99,6017.09,0,0,0,Aug-11,13.21,,May-16
384822,3,Oct-77,1,19,NA,15,0,7701,30.30%,33,f,0,0,18318.12899,18225.93,14999.95,3318.18,0,0,0,Apr-12,519.34,,Mar-12
384831,0,Mar-04,0,NA,NA,12,0,17499,60%,17,f,0,0,17122.70974,16944.35,14399.99,2722.72,0,0,0,May-11,767.6,,Apr-16
384913,0,Nov-02,1,NA,NA,5,0,653,3.70%,6,f,0,0,2256.06087,2256.06,1925,331.06,0,0,0,Oct-11,81.86,,Sep-14
384934,0,Mar-00,3,NA,NA,10,0,40383,63%,20,f,0,0,6204.560914,6204.56,5499.99,704.57,0,0,0,Apr-12,180.45,,Mar-12
384946,1,Nov-94,0,15,NA,8,0,5826,31.50%,16,f,0,0,7186.621753,7126.73,5999.99,1186.63,0,0,0,Aug-11,1742.66,,Jul-14
384947,0,Oct-97,2,48,NA,22,0,21980,51.50%,32,f,0,0,18733.24357,18733.24,14999.97,3733.27,0,0,0,Apr-12,528.86,,Mar-12
384951,1,Mar-97,0,14,NA,8,0,517,8.90%,17,f,0,0,10716.9404,10716.94,9099.98,1616.96,0,0,0,Apr-12,310.46,,Mar-12
384952,0,Nov-94,1,73,NA,6,0,9583,77.30%,12,f,0,0,12322.3664,12168.34,9999.98,2322.38,0,0,0,Apr-12,350.64,,Feb-13
384963,0,May-89,1,53,NA,21,0,25336,48.50%,43,f,0,0,6197.4,6081.14,4796.33,1211.5,0,189.57,35.9246,Mar-11,261.71,,Jul-11
385004,0,Apr-01,2,NA,NA,14,0,19226,93.10%,22,f,0,0,11935.80959,11819.33,9599.98,2335.83,0,0,0,Apr-12,338.77,,Mar-12
385010,0,Feb-03,2,NA,NA,3,0,0,,6,f,0,0,1532.120272,1532.12,1400,132.12,0,0,0,Dec-09,1191.16,,Feb-15
385028,0,Oct-99,3,NA,NA,11,0,12041,59.30%,21,f,0,0,6838.192877,6095.69,5499.99,1338.2,0,0,0,Apr-12,192.81,,Apr-12
385081,0,Mar-05,2,NA,NA,9,0,10244,43.20%,17,f,0,0,18630.21801,18417.58,15249.96,3380.26,0,0,0,May-11,5944.53,,May-16
385099,0,May-96,3,NA,NA,5,0,19450,92.60%,52,f,0,0,9337.83,9257.27,8700,637.83,0,0,0,Nov-09,7569.06,,Feb-12
385106,0,Mar-94,1,NA,NA,4,0,0,,22,f,0,0,6545.92,6470.49,4430.85,1619.86,0,495.21,89.1378,Jan-12,98.51,,Mar-12
385119,0,Apr-97,0,NA,NA,10,0,30993,71.20%,14,f,0,0,14184.82719,14094.29,11749.99,2434.84,0,0,0,Aug-11,3383.02,,Apr-16
385199,0,Dec-98,0,NA,NA,9,0,3630,10.10%,21,f,0,0,2235.250871,2235.25,2000,235.25,0,0,0,Apr-12,65,,Aug-13
385229,0,Jun-94,2,NA,NA,7,0,13197,22%,11,f,0,0,7730.494414,7371.58,7000,730.49,0,0,0,Aug-10,4366.38,,Feb-14
385259,0,May-02,2,NA,NA,8,0,2786,39.20%,13,f,0,0,3384.297984,3299.69,3000,384.3,0,0,0,Apr-12,98.48,,Apr-12
385287,0,Jan-01,3,NA,NA,8,0,14894,48.10%,19,f,0,0,9243.109267,9098.69,7999.99,1243.12,0,0,0,Apr-12,271.51,,Jun-12
385291,0,Oct-86,0,NA,NA,6,0,713,3.90%,28,f,0,0,7118.091202,6680.06,6500,618.09,0,0,0,Mar-11,21.64,,Mar-11
385375,0,Nov-02,0,36,NA,6,0,2317,27.30%,17,f,0,0,1224.29,1224.29,1200,24.29,0,0,0,Jun-09,1184.41,,May-15
385412,0,Nov-99,0,NA,NA,8,0,11616,21.80%,23,f,0,0,11260.63984,11035.43,10000,1260.64,0,0,0,Jan-11,5171.09,,Apr-12
385417,0,Aug-94,1,25,NA,5,0,2420,26.90%,38,f,0,0,6179.674283,5844.94,6000,179.67,0,0,0,Aug-09,5606.75,,Oct-13
385442,0,Sep-00,0,31,NA,11,0,10867,51.10%,23,f,0,0,8312.118295,8312.12,6850,1462.12,0,0,0,Oct-11,1577.44,,Sep-11
385483,0,Oct-99,3,62,NA,6,0,586,3.60%,15,f,0,0,6535.418449,6535.42,5400,1135.42,0,0,0,Apr-12,183.49,,Mar-12
385520,0,Apr-02,1,NA,NA,8,0,6012,74.20%,11,f,0,0,11273.33085,11273.33,9249.99,2023.34,0,0,0,Oct-11,2136.48,,May-16
385543,0,Dec-98,1,76,NA,7,0,3981,62.20%,13,f,0,0,7855.502083,7855.5,6399.99,1395.51,60,0,0,May-12,19.49,,May-12
385561,0,Sep-01,1,NA,NA,10,0,1763,17.80%,22,f,0,0,6900.412252,6670.4,5999.98,900.43,0,0,0,Apr-12,214.74,,Oct-14
385577,0,Jun-90,1,42,NA,8,0,9287,61.90%,37,f,0,0,9813.670737,9813.67,7999.97,1813.7,0,0,0,Apr-12,276.65,,Mar-12
385619,0,Dec-98,1,NA,NA,14,0,39622,47.30%,29,f,0,0,19109.81885,18669.38,15999.94,3109.88,0,0,0,Nov-11,3132.34,,Feb-14
385661,0,Dec-95,0,NA,NA,6,0,6872,25.70%,9,f,0,0,12824.82303,12745.45,11099.97,1724.85,0,0,0,Apr-12,369.84,,Mar-12
385670,0,Nov-99,1,31,NA,4,0,3498,47.90%,9,f,0,0,3403.51,3403.51,2468.08,935.43,0,0,0,Mar-10,309.57,,May-16
385685,0,Oct-98,2,NA,NA,6,0,12584,81.10%,14,f,0,0,22659.05032,22659.05,17999.96,4659.09,0,0,0,Nov-11,3685.85,,Aug-11
385688,0,Feb-98,0,33,NA,16,0,11998,48.20%,23,f,0,0,12267.14877,11490.27,10000,2267.15,0,0,0,Apr-12,342.18,,Aug-13
385691,0,Oct-98,0,NA,NA,4,0,5369,89.50%,27,f,0,0,4429.711745,4429.71,3499.99,929.72,0,0,0,Apr-12,129.01,,Apr-13
385769,0,Aug-04,0,NA,NA,6,0,7058,45.50%,7,f,0,0,5376.49,5137.85,4412.13,930.59,0,33.77,0.75,May-12,167.32,,Oct-12
385783,0,May-90,0,71,NA,5,0,4621,45.80%,20,f,0,0,4178.600058,4178.6,3499.99,678.61,0,0,0,Apr-12,123.19,,Mar-12
385786,0,Dec-00,0,48,NA,8,0,9778,77.60%,13,f,0,0,13737.69886,13712.76,11000,2737.7,0,0,0,Apr-12,387.26,,Apr-12
385796,0,Dec-00,2,NA,NA,8,0,800,2.30%,10,f,0,0,18776.36079,18564.69,16800,1976.36,0,0,0,Apr-12,553.55,,Apr-16
385809,0,Mar-99,1,NA,NA,10,0,20450,60%,32,f,0,0,23837.30617,20523.34,20499.98,3337.33,0,0,0,Nov-10,11379.24,,Nov-10
385832,0,Aug-00,2,34,NA,7,0,5142,46.30%,8,f,0,0,9089.114389,6976.15,8000,1089.12,0,0,0,Jun-10,5547.71,,Jun-10
385834,2,Nov-98,0,9,NA,7,0,17588,47.80%,16,f,0,0,8469.182482,8416.25,8000,469.18,0,0,0,Sep-09,7364.73,,Mar-16
385849,0,Dec-95,2,NA,NA,7,0,29755,77.90%,13,f,0,0,14095.05501,13747.13,11999.98,2095.08,0,0,0,Mar-11,5265.51,,Feb-14
385860,0,May-99,1,76,NA,7,0,5811,32.10%,14,f,0,0,11866.41818,11866.42,9999.99,1866.43,0,0,0,Nov-11,1184.72,,Feb-15
385916,0,Oct-93,0,NA,NA,4,0,5330,82%,4,f,0,0,19194.19531,19098.22,14999.98,4194.22,0,0,0,Jan-12,2098.48,,Jan-12
385924,0,Dec-94,0,NA,NA,7,0,10359,21.10%,21,f,0,0,18931.39787,18680.84,16999.98,1931.42,0,0,0,Nov-10,25.27,,Mar-16
385925,0,Mar-04,0,NA,NA,7,0,8476,42.20%,8,f,0,0,13372.09387,6045.31,11000,2372.09,0,0,0,Nov-11,2182.92,,Dec-11
385947,0,Aug-00,0,NA,NA,7,0,703,2.30%,38,f,0,0,4271.861107,4058.27,4000,271.86,0,0,0,Aug-10,6.9,,Jul-10
385950,0,Aug-02,1,NA,NA,14,0,4637,12.60%,25,f,0,0,5776.916664,5617.29,5000,776.92,0,0,0,Apr-12,171.12,,May-14
385969,0,Dec-91,0,NA,NA,10,0,7439,6.50%,33,f,0,0,9552.319424,9102.8,8500,1052.32,0,0,0,Nov-11,28.62,,May-16
386055,0,Oct-94,2,79,109,18,1,71053,83.40%,31,f,0,0,6078.525024,6078.53,4999.99,1078.53,0,0,0,Apr-12,171.47,,May-16
386071,1,Feb-95,1,16,NA,11,0,13834,65.40%,19,f,0,0,12428.06864,12428.07,10000,2428.07,0,0,0,Oct-12,918.51,,May-16
386083,0,Aug-03,0,NA,NA,9,0,9190,86.70%,23,f,0,0,10991.35413,10813.12,9249.98,1741.37,0,0,0,Apr-11,3810.91,,Apr-11
386100,0,Feb-03,2,NA,NA,14,0,9321,27.20%,15,f,0,0,9499.925755,9292.94,8500,999.93,0,0,0,Apr-12,287.42,,Apr-12
386120,0,Dec-97,2,NA,NA,10,0,21003,45.50%,22,f,0,0,1122.95,1122.95,1000,122.95,0,0,0,Apr-12,30.97,,Apr-12
386126,1,May-73,0,16,47,7,1,12683,34.80%,19,f,0,0,15214.52205,15119.43,11999.99,3193.44,21.08999998,0,0,May-12,17.05,,May-12
386131,0,Dec-98,2,NA,NA,11,0,4148,14.30%,23,f,0,0,11406.20397,11250.67,11000,406.2,0,0,0,Dec-09,3009.44,,Dec-09
386136,2,May-01,1,19,NA,16,0,3520,22.10%,22,f,0,0,11685.12809,11509.85,10000,1685.13,0,0,0,Oct-10,5871.55,,Feb-15
386148,0,Jan-93,2,NA,NA,8,0,2435,13.80%,10,f,0,0,11924.02858,11804.79,9999.97,1924.06,0,0,0,Oct-11,2271.91,,Oct-11
386188,0,Feb-97,1,35,NA,11,0,17105,38.80%,26,f,0,0,11311.12957,11251.6,9500,1794.35,16.77999994,0,0,Mar-11,13.92,,Feb-11
386209,0,Feb-06,0,NA,NA,4,0,26,0.60%,4,f,0,0,10619.84305,10619.84,10000,619.84,0,0,0,Oct-09,8932.31,,Oct-09
386255,0,Dec-96,2,56,NA,5,0,90,1.80%,32,f,0,0,4122.345144,4122.35,3600,522.35,0,0,0,Oct-10,2086.03,,Aug-14
386288,0,Jan-05,1,48,NA,9,0,1101,61.20%,12,f,0,0,6021.342405,5985.67,4799.99,1221.35,0,0,0,Apr-12,170.72,,Apr-12
386310,0,Nov-82,2,NA,NA,8,0,3712,38.30%,27,f,0,0,8084.571111,8056.5,7200,884.58,0,0,0,Apr-12,256.83,,Apr-12
386315,0,Jun-00,1,24,NA,11,0,10513,32%,20,f,0,0,15748.53144,15692.69,14099.98,1648.55,0,0,0,Jul-11,29.95,,Mar-15
386400,0,Jun-97,5,39,NA,11,0,24485,26.30%,24,f,0,0,12212.06693,12065.59,9999.98,2212.09,0,0,0,Apr-12,358.48,,Apr-12
386404,0,Nov-91,5,NA,NA,10,0,16955,22.80%,37,f,0,0,21689.64565,17184.85,17999.98,3689.66,0,0,0,Nov-11,3537.34,,May-16
386423,0,Dec-98,0,30,112,12,1,11628,40.40%,21,f,0,0,11939.00882,11550.99,9999.99,1939.02,0,0,0,Apr-12,347.34,,Apr-12
386450,0,May-99,2,55,57,21,1,5396,23.10%,36,f,0,0,2571.376598,2571.38,2400,171.38,0,0,0,Nov-09,2086.11,,Oct-12
386455,0,Nov-87,0,NA,NA,11,0,13429,61%,33,f,0,0,10331.82,4952.34,7667.13,2664.69,0,0,0,Oct-10,574.1,,May-16
386469,1,Aug-96,0,16,99,7,1,1400,77.80%,27,f,0,0,11361.4031,10253.67,10000,1361.4,0,0,0,Jun-10,6932.99,,Aug-10
386495,1,Mar-05,2,20,NA,5,0,1067,19.40%,6,f,0,0,4884.773702,4884.77,4000,884.78,0,0,0,Apr-12,138.57,,Apr-12
386541,0,Mar-00,1,NA,NA,6,0,21326,37.90%,14,f,0,0,11623.42851,11528.21,10400,1223.43,0,0,0,Apr-12,342.24,,Apr-12
386544,0,Aug-97,1,NA,NA,9,0,7195,6.30%,20,f,0,0,11280.96078,11089.13,10000,1280.96,0,0,0,Apr-12,332.95,,Aug-12
386563,0,Nov-89,3,NA,NA,9,0,1977,3.30%,17,f,0,0,13864.66122,13373.62,11999.99,1864.68,0,0,0,Apr-12,402.3,,Apr-12
386587,0,Apr-00,3,NA,NA,9,0,26788,65.20%,24,f,0,0,1098.32,373.03,462.67,206.23,0,429.42,4.3,Jun-09,334.67,,Nov-09
386605,0,Mar-93,1,NA,NA,19,0,93559,22.10%,36,f,0,0,30119.51106,29302.36,24999.98,5119.54,0,0,0,Apr-12,853.61,,Apr-13
386639,0,Feb-98,3,25,43,14,1,260,3.30%,32,f,0,0,6242.367979,6186.13,5550,692.37,0,0,0,Mar-10,4309.54,,Apr-16
386672,0,Dec-96,1,NA,NA,4,0,3719,15.20%,16,f,0,0,23491.72631,17121.23,19999.97,3491.75,0,0,0,Apr-11,10.41,,Mar-13
386691,0,Jun-04,2,NA,NA,7,0,7879,29%,9,f,0,0,14187.02148,14068.8,12000,2187.02,0,0,0,Apr-11,1604.75,,Mar-11
386710,0,Jul-95,0,42,NA,14,0,13407,44.80%,37,f,0,0,15662.15158,15236.48,12999.98,2662.17,0,0,0,Apr-12,438.98,,May-16
386719,1,Jan-01,2,15,NA,16,0,1805,10.10%,26,f,0,0,7669.853434,7669.85,7500,169.85,0,0,0,Jun-09,7359.78,,Jun-09
386737,0,Jul-97,0,NA,NA,18,0,11741,14.60%,30,f,0,0,6932.330164,6527.94,5999.99,932.34,0,0,0,Apr-12,203.51,,Apr-12
386752,0,Jun-01,2,47,NA,6,0,1815,34.20%,12,f,0,0,2828.13,2806.94,1595.32,852.65,0,380.16,3.87,Nov-09,350.02,,Apr-10
386779,0,Aug-95,0,39,NA,12,0,27302,34.80%,28,f,0,0,26370.76282,17770.29,21999.98,4370.78,0,0,0,Nov-10,11608.44,,May-16
386793,0,Feb-98,1,NA,NA,8,0,8748,85.80%,15,f,0,0,3297.12,3290.32,2237.12,1060,0,0,0,Dec-09,412.6,,May-16
386851,0,Dec-97,0,NA,NA,18,0,1112,25.30%,21,f,0,0,6768.590455,6514.77,6000,768.59,0,0,0,Apr-12,200.48,,Apr-12
386913,0,Mar-99,3,NA,NA,11,0,15677,49.90%,21,f,0,0,13501.408,12362.05,11850,1651.41,0,0,0,Jul-10,4.85,,Sep-10
386917,0,Oct-01,2,NA,NA,16,0,7464,41.20%,25,f,0,0,7710.35,7694.37,5480.86,1936.24,0,293.25,3.02,Dec-10,250.1,,May-11
386939,0,Aug-00,2,NA,NA,8,0,15155,42.30%,15,f,0,0,5969.509995,5730.73,5000,969.51,0,0,0,Apr-12,175.98,,May-14
386940,0,Sep-03,0,NA,NA,3,0,6154,99.30%,4,f,0,0,5315.679195,5290.45,4200,1115.68,0,0,0,Apr-12,160.28,,Apr-16
386975,0,May-04,3,NA,NA,5,0,5002,32.10%,6,f,0,0,3102.018274,3077.08,2500,602.02,0,0,0,Jan-12,343.4,,Jan-12
387021,0,Aug-80,3,NA,NA,10,0,20105,33.40%,19,f,0,0,18168.07223,16971.45,14999.99,3168.08,0,0,0,Mar-12,605.32,,Mar-12
387069,0,Sep-02,0,NA,NA,5,0,9619,65.90%,10,f,0,0,1481.04,1384.8,1142.39,338.65,0,0,0,Dec-09,185.35,,May-16
387083,1,Mar-93,0,23,NA,11,0,12518,49.10%,18,f,0,0,7973.579382,7948.93,6499.99,1473.58,0,0,0,Apr-12,224.16,,Apr-12
387100,0,Dec-03,1,NA,64,9,1,8441,66.50%,16,f,0,0,9946.519556,6876.26,7999.99,1946.53,0,0,0,Apr-12,283.34,,Apr-12
387107,0,Oct-83,1,34,NA,8,0,7429,91.10%,22,f,0,0,10520.99276,10490.05,8499.98,2021.02,0,0,0,Apr-12,297.85,,Mar-16
387194,0,Nov-03,1,NA,NA,12,0,7155,38.30%,21,f,0,0,3002.182598,2915.58,2599.99,402.19,0,0,0,Nov-10,1440.44,,Nov-10
387195,0,Aug-92,2,39,NA,12,0,4341,90.40%,25,f,0,0,6037.891465,5914.67,4900,1137.89,0,0,0,Apr-12,174.54,,May-16
387196,0,Jun-00,1,NA,NA,4,0,8035,30%,27,f,0,0,7284.274238,6868.05,7000,284.27,0,0,0,Nov-09,938.76,,Dec-10
387209,0,Dec-99,0,NA,NA,11,0,21765,78.90%,26,f,0,0,13208.56912,13177.85,10750,2458.57,0,0,0,May-11,4221.16,,Apr-16
387285,0,Jul-03,0,NA,NA,3,0,5176,45.60%,4,f,0,0,5812.77816,5696.52,5000,812.78,0,0,0,Feb-11,890.09,,Aug-14
387324,0,Nov-05,0,NA,NA,6,0,3441,49.20%,6,f,0,0,9578.7,9554.05,7366.52,1939.72,0,272.46,49.0428,Dec-11,290.95,,Feb-12
387344,1,Dec-99,2,23,NA,3,0,4852,57.80%,6,f,0,0,6055.526121,6025.25,4999.99,1055.54,0,0,0,Jun-11,1779.93,,May-16
387377,1,Mar-99,0,6,NA,6,0,18606,67.50%,9,f,0,0,23083.39778,22666.29,20000,3083.4,0,0,0,Apr-10,15182.29,,Mar-12
387383,0,May-96,3,NA,NA,18,0,17511,47.70%,28,f,0,0,7161.415496,7018.28,5999.99,1161.42,0,0,0,Mar-12,413.61,,Apr-16
387426,0,Dec-00,1,60,NA,11,0,14608,94.90%,24,f,0,0,19153.72117,19128.2,14999.98,4153.74,0,0,0,Apr-12,539.94,,Nov-15
387439,0,Aug-89,2,NA,NA,16,0,13344,28.40%,26,f,0,0,5991.708105,5937.68,5000,991.71,0,0,0,Mar-12,18.34,,Apr-16
387445,0,Feb-94,0,62,112,9,1,5390,27.20%,22,f,0,0,10745.0816,10721.3,8999.99,1745.09,0,0,0,Apr-12,321.41,,Apr-12
387465,0,Mar-96,1,NA,NA,6,0,2255,37.60%,7,f,0,0,5175.325967,4833.03,4200,975.33,0,0,0,Apr-12,148.52,,Jan-16
387512,0,Oct-99,0,NA,NA,6,0,2530,63.20%,14,f,0,0,4919.44,4577.71,3923.8,830.53,0,165.11,33.6004,Mar-11,207.66,,Aug-11
387556,0,Feb-00,2,56,NA,9,0,2,0.10%,27,f,0,0,17753.01484,17320.02,14999.99,2753.03,0,0,0,Apr-11,6156.83,,Aug-15
387566,0,Oct-00,1,49,NA,7,0,24029,70.30%,18,f,0,0,12357.88695,12332.14,12000,357.89,0,0,0,Jul-09,11559.26,,Sep-09
387587,0,Jun-99,2,NA,NA,4,0,21,0.40%,13,f,0,0,2145.788507,2145.79,2000,145.79,0,0,0,Jul-10,7.59,,Jul-10
387602,0,Mar-94,1,38,NA,7,0,17811,79.20%,40,f,0,0,24738.31759,24707.39,20000,4738.32,0,0,0,May-12,597,,May-12
387634,0,Feb-87,1,36,NA,9,0,0,0%,13,f,0,0,17989.942,17965.87,14999.97,2989.97,0,0,0,Apr-12,509.27,,Mar-16
387649,0,Jan-06,1,NA,NA,13,0,5999,27.60%,14,f,0,0,7963.5,7849.71,6293.37,1630.91,0,39.22,1.31,Oct-12,26.4,,Mar-13
387655,0,Dec-93,0,81,NA,12,0,6720,19%,26,f,0,0,8080.811143,8054.74,7750,300.81,30.00000011,0,0,Oct-09,7585.64,,Mar-15
387659,1,Apr-04,1,18,NA,4,0,3292,58.80%,6,f,0,0,10024.32602,9993,8000,2024.33,0,0,0,Sep-11,2156.8,,May-14
387672,0,Apr-02,1,39,NA,7,0,15896,83.20%,11,f,0,0,11902.92,11797.68,8299.69,3293.87,0,309.36,3.23,Feb-11,527.36,,Jul-11
387680,0,Feb-00,3,30,NA,5,0,438,4.60%,11,f,0,0,20438.30635,20412.79,15999.99,4438.32,0,0,0,Apr-12,581.83,,Apr-12
387716,0,Apr-97,3,58,NA,18,0,18636,81.10%,33,f,0,0,25150.32175,14519.94,19999.99,5031.26,119.07,0,0,Apr-12,757.44,,Apr-12
387744,0,May-88,1,44,NA,14,0,17436,71.90%,21,f,0,0,19893.0988,19868.16,15999.96,3893.14,0,0,0,Apr-12,557.55,,Mar-16
387759,0,Dec-99,1,NA,NA,8,0,14911,34%,26,f,0,0,28724.63327,28609.73,25000,3724.63,0,0,0,Oct-10,14519.6,,Mar-11
387784,0,Nov-84,1,NA,NA,10,0,20392,94%,22,f,0,0,17096.79212,17067.31,14500,2596.79,0,0,0,Nov-10,8128.01,,Jun-11
387823,0,Feb-87,3,41,NA,9,0,30532,53.70%,17,f,0,0,4702.98,4702.98,2756.17,1688.34,0,258.47,2.6,Mar-11,100.11,,Aug-11
387827,0,Dec-94,1,NA,NA,8,0,31939,53.20%,31,f,0,0,1981.92,1628.08,1624.56,357.36,0,0,0,Dec-09,248.37,,May-16
387844,0,Aug-94,1,NA,NA,12,0,5970,12.70%,18,f,0,0,6454.30023,6292.94,6000,454.3,0,0,0,Jun-10,3011.54,,Mar-16
387910,0,Feb-05,2,NA,NA,4,0,9721,30.90%,4,f,0,0,16119.97893,15193.44,13199.99,2919.99,0,0,0,Apr-12,471.46,,Aug-15
387912,0,Oct-00,2,79,NA,15,0,9347,41%,39,f,0,0,5775.645346,5729.25,5000,775.65,0,0,0,Mar-12,330.81,,Oct-13
387930,0,Oct-90,0,NA,NA,10,0,13610,43.10%,24,f,0,0,12093.29801,12006.92,10499.99,1593.3,0,0,0,Jan-11,20.76,,Jan-11
387931,0,May-03,3,NA,NA,4,0,1781,59.40%,9,f,0,0,669.8,658.66,427.95,192.45,0,49.4,0.55,Apr-10,51.81,,Sep-10
387942,0,Dec-01,1,NA,NA,10,0,7170,67%,22,f,0,0,5548.900146,5521.16,5000,548.9,0,0,0,Oct-10,2841.89,,Oct-10
388005,0,Jun-95,2,NA,NA,7,0,29204,51.90%,18,f,0,0,17031.45692,15754.1,16000,1031.46,0,0,0,Nov-09,13854.69,,Nov-09
388115,0,Jun-02,3,NA,NA,15,0,16090,25%,49,f,0,0,1370.05,1370.05,916.9,453.15,0,0,0,Mar-10,274.45,,May-16
388121,0,Apr-75,0,NA,NA,7,0,2753,9.30%,9,f,0,0,1796.557261,1796.56,1600,196.56,0,0,0,Apr-12,58.11,,May-16
388170,0,Dec-87,0,NA,NA,14,0,56348,33.70%,31,f,0,0,13411.67965,13344.4,12000,1411.68,0,0,0,Apr-12,380.3,,May-15
